鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,租賃年月日,租賃層次,總樓層數,建物型態,主要用途,建築完成年月,租賃總面積平方公尺,總額元,單價每平方公尺,租賃總面積平方公尺,緯度,經度
大安區,房地(土地+建物)+車位,臺北市大安區仁愛路四段408巷1~30號,21.93,住,1040902,二層,13,住宅大樓(11層含以上有電梯),住家用,1011113,135.94,105000,772,0,25.03829840 ,121.54402180 
大安區,建物,臺北市大安區光復南路361~390號,0,,1040903,十二層,12,住宅大樓(11層含以上有電梯),住家用,,55.7,25000,449,0,25.03796870 ,121.55752180 
大安區,建物,臺北市大安區敦化南路一段181~210號,0,其他,1040829,八層,12,住宅大樓(11層含以上有電梯),住家用,,148.04,63000,426,0,25.04291600 ,121.54941610 
大安區,建物,臺北市大安區忠孝東路四段151~180號,0,商,1040811,三層,14,辦公商業大樓,住家用,,163.94,90000,549,0,25.04165000 ,121.55010050 
大安區,建物,臺北市大安區復興南路一段107巷1~30號,0,住,1040820,五層,5,其他,,,16.53,6500,393,0,25.04370880 ,121.54605950 
大安區,建物,臺北市大安區信義路二段91~120號,0,商,1040831,一層,4,店面(店鋪),住家用,551012,89.76,200000,2228,0,25.03440530 ,121.52698230 
大安區,建物,臺北市大安區仁愛路四段211~240號,0,其他,1040813,三層,12,住宅大樓(11層含以上有電梯),住家用,670912,138.76,58818,424,0,25.03764740 ,121.55145960 
大安區,建物,臺北市大安區忠孝東路四段26巷61~90號,0,其他,1040907,六層,14,住宅大樓(11層含以上有電梯),住家用,990212,191.57,90000,470,0,25.04176600 ,121.54629300 
大安區,建物,臺北市大安區和平東路三段31~60號,0,其他,1040829,十層,14,辦公商業大樓,商業用,,142.18,43000,302,0,25.02475400 ,121.54759130 
大安區,建物,臺北市大安區光復南路308巷31~60號,0,住,1040812,二層,4,公寓(5樓含以下無電梯),住家用,,50.91,26000,511,0,25.03883400 ,121.55620700 
大安區,建物,臺北市大安區復興南路一段107巷31~60號,0,住,1040812,一層,7,店面(店鋪),商業用,730216,76.93,70000,910,0,25.04369730 ,121.54572880 
大安區,建物,臺北市大安區和平東路三段61~90號,0,其他,1040827,九層,19,住宅大樓(11層含以上有電梯),見其他登記事項,930219,127.61,56000,439,0,25.02445370 ,121.54942180 
大安區,建物,臺北市大安區仁愛路四段61~90號,0,商,1040814,十三層,14,辦公商業大樓,商業用,720725,177.32,91954,519,0,25.03827370 ,121.54661730 
大安區,車位,臺北市大安區通安街1~30號,0,,1040831,,,其他,,,0,6000,,14.2,25.02794400 ,121.55230500 
大安區,建物,臺北市大安區忠孝東路四段151~180號,0,,1040908,十三層,14,住宅大樓(11層含以上有電梯),住家用,,46.12,28000,607,0,25.04165000 ,121.55010050 
大安區,建物,臺北市大安區信義路四段265巷31弄1~30號,0,住,1040901,二層,7,華廈(10層含以下有電梯),住家用,,140.98,49800,353,0,25.03355550 ,121.54429870 
大安區,建物,臺北市大安區敦化南路二段31~60號,0,其他,1040908,六層,20,辦公商業大樓,商業用,720714,85.83,45000,524,0,25.03227610 ,121.54916350 
大安區,建物,臺北市大安區復興南路二段90巷1~30號,0,住,1040826,五層,7,華廈(10層含以下有電梯),住家用,950410,54.98,42000,764,0,25.02921770 ,121.54431070 
大安區,建物,臺北市大安區復興南路二段78巷30弄1~30號,0,住,1040903,八層,15,住宅大樓(11層含以上有電梯),住家用,760707,131.94,43000,326,0,25.03091790 ,121.54246830 
大安區,建物,臺北市大安區光復南路420巷1~30號,0,住,1040907,四層,7,華廈(10層含以下有電梯),住家用,700917,108.01,35000,324,0,25.03563930 ,121.55679440 
大安區,建物,臺北市大安區信義路二段86巷1~30號,0,住,1040908,十五層,16,住宅大樓(11層含以上有電梯),住家用,790629,243.47,70000,288,0,25.03382070 ,121.52462320 
大安區,房地(土地+建物)+車位,臺北市大安區金山南路二段181~210號,389.81,商,1040909,四層,12,辦公商業大樓,商業用,810813,389.81,200000,513,0,25.02853400 ,121.52644400 
大安區,建物,臺北市大安區潮州街151~180號,0,商,1040909,四層,7,華廈(10層含以下有電梯),住家用,960720,141.31,60000,425,0,25.02829400 ,121.53043000 
大安區,建物,臺北市大安區仁愛路三段31~60號,0,住,1031010,二十八層,28,住宅大樓(11層含以上有電梯),住家用,941005,509,270000,530,0,25.03855670 ,121.53571810 
大安區,房地(土地+建物),臺北市大安區復興南路二段301~330號,43.3,住,1040914,一層,3,店面(店鋪),,,74.38,50000,672,0,25.02425500 ,121.54369900 
大安區,建物,臺北市大安區金山南路二段1~30號,0,商,1040909,一層,1,店面(店鋪),商業用,,46.26,75000,1621,0,25.02957100 ,121.52625700 
大安區,建物,臺北市大安區樂利路28巷1~30號,0,住,1040819,一層,5,公寓(5樓含以下無電梯),住家用,721222,142.83,61111,428,0,25.02709300 ,121.55124700 
大安區,建物,臺北市大安區瑞安街208巷14弄1~30號,0,,1030926,三層,4,公寓(5樓含以下無電梯),,570507,168.56,48000,285,0,25.02836950 ,121.54038010 
大安區,建物,臺北市大安區大安路一段52巷1~30號,0,住,1040908,六層,7,華廈(10層含以下有電梯),住家用,660216,128.27,43000,335,0,25.04327710 ,121.54602860 
大安區,建物,臺北市大安區大安路一段181~210號,3.63,住,1040823,十層,12,套房(1房1廳1衛),住家用,971028,35.89,25000,697,0,25.03631550 ,121.54617290 
大安區,建物,臺北市大安區忠孝東路四段241~270號,0,住,1040908,十層,12,住宅大樓(11層含以上有電梯),住家用,640407,171.28,70000,409,0,25.04119150 ,121.55479930 
大安區,建物,臺北市大安區仁愛路四段361~390號,0,其他,1040828,一層,15,住宅大樓(11層含以上有電梯),商業用,751001,143.56,80000,557,0,25.03752930 ,121.55568390 
大安區,建物,臺北市大安區敦化南路二段271~300號,0,其他,1040901,一層,12,住宅大樓(11層含以上有電梯),商業用,750207,181.21,136364,753,0,25.02507190 ,121.54914400 
大安區,建物,臺北市大安區樂業街91~120號,0,住,1040822,四層,6,華廈(10層含以下有電梯),住家用,950418,120.99,33000,273,0,25.02124920 ,121.55158150 
大安區,建物,臺北市大安區敦化南路一段271~300號,0,,1040920,一層,14,店面(店鋪),,,175.08,240000,1371,0,25.03644900 ,121.54928000 
大安區,建物,臺北市大安區延吉街151~180號,0,住,1040911,五層,7,華廈(10層含以下有電梯),住家用,701231,82.47,44000,534,0,25.04107590 ,121.55455570 
大安區,建物,臺北市大安區延吉街126巷1~30號,0,住,1040912,五層,7,套房(1房1廳1衛),住家用,651126,62.04,30000,484,0,25.04042500 ,121.55451420 
大安區,建物,臺北市大安區復興南路一段107巷5弄1~30號,0,住,1040915,五層,6,華廈(10層含以下有電梯),住家用,621229,86.96,25000,287,0,25.04373220 ,121.54444850 
大安區,建物,臺北市大安區敦化南路一段211~240號,0,其他,1040916,十一層,12,住宅大樓(11層含以上有電梯),,,318.27,180000,566,0,25.04160210 ,121.54909410 
大安區,建物,臺北市大安區和平東路二段1~30號,0,商,1040901,一層,12,店面(店鋪),商業用,741019,111.59,125000,1120,0,25.02325520 ,121.53604680 
大安區,建物,臺北市大安區敦化南路二段121~150號,0,其他,1040904,十六層,16,住宅大樓(11層含以上有電梯),住家用,680219,117.92,47000,399,0,25.02532900 ,121.54825500 
大安區,房地(土地+建物),臺北市大安區復興南路二段160巷1~30號,37.39,住,1040922,三層,4,公寓(5樓含以下無電梯),住家用,,105.69,30000,284,0,25.02792850 ,121.54303860 
大安區,房地(土地+建物),臺北市大安區仁愛路四段345巷2弄1~30號,0,住,1040918,六層,7,華廈(10層含以下有電梯),,,141.19,50000,354,0,25.03829840 ,121.54402180 
大安區,建物,臺北市大安區和平東路一段61~90號,0,商,1040911,十三層,19,住宅大樓(11層含以上有電梯),住家用,790307,113.7,30000,264,0,25.02716760 ,121.52456130 
大安區,建物,臺北市大安區新生南路一段103巷1~30號,0,,1040910,六層,6,華廈(10層含以下有電梯),住家用,800520,117.1,38000,325,0,25.04401900 ,121.53322700 
大安區,建物,臺北市大安區延吉街61~90號,0,住,1040919,二層,4,店面(店鋪),住家用,600715,92.32,67000,726,0,25.04479190 ,121.55387470 
大安區,建物,臺北市大安區忠孝東路四段241~270號,0,商,1040918,十一層,18,辦公商業大樓,商業用,751231,171.66,110000,641,0,25.04119150 ,121.55479930 
大安區,建物,臺北市大安區忠孝東路四段151~180號,0,商,1040826,六層,14,住宅大樓(11層含以上有電梯),住家用,,127.26,53000,416,0,25.04165000 ,121.55010050 
大安區,建物,臺北市大安區延吉街253巷2弄1~30號,0,住,1040908,二層,5,公寓(5樓含以下無電梯),住家用,711026,86.91,21000,242,0,25.04350700 ,121.55455200 
大安區,建物,臺北市大安區大安路一段96巷1~30號,0,住,1040909,三層,8,華廈(10層含以下有電梯),住家用,940420,181.68,53000,292,0,25.04072390 ,121.54575900 
大安區,建物,臺北市大安區新生南路二段30巷31~60號,0,住,1040916,一層,6,華廈(10層含以下有電梯),住家用,840810,85.68,63800,745,24.68,25.03120190 ,121.53039500 
大安區,建物,臺北市大安區和平東路二段18巷3弄1~30號,169.12,住,1040831,見其他登記事項,7,華廈(10層含以下有電梯),住家用,880909,193.72,67000,346,86.6,25.02325520 ,121.53604680 
大安區,建物,臺北市大安區敦化南路二段63巷53弄1~30號,0,住,1040918,一層,17,店面(店鋪),住家用,741218,104.09,100000,961,0,25.03109700 ,121.55170500 
大安區,建物,臺北市大安區敦化南路一段236巷1~30號,0,住,1040915,一層,6,店面(店鋪),,,181,266000,1470,0,25.04065340 ,121.54799100 
大安區,房地(土地+建物),臺北市大安區敦化南路二段31~60號,1807,商,1040912,九層,22,辦公商業大樓,住家用,770316,203.7,80000,393,0,25.03227610 ,121.54916350 
大安區,建物,臺北市大安區瑞安街121~150號,0,住,1040910,三層,6,華廈(10層含以下有電梯),住家用,570902,153.96,45000,292,0,25.02719880 ,121.54010390 
大安區,建物,臺北市大安區忠孝東路四段301~330號,0,商,1040925,一層,12,店面(店鋪),商業用,,124.08,300000,2418,0,25.04162100 ,121.55520800 
大安區,建物,臺北市大安區四維路76巷1~30號,0,,1041001,一層,14,店面(店鋪),商業用,860926,216,150000,694,0,25.03441210 ,121.54798380 
大安區,建物,臺北市大安區仁愛路四段391~420號,0,商,1040925,一層,12,店面(店鋪),見使用執照,,116.3,150000,1290,0,25.03750860 ,121.55656270 
大安區,建物,臺北市大安區信義路四段121~150號,0,,1040902,八層,12,辦公商業大樓,住家用,691124,119.09,48000,403,0,25.03355890 ,121.54407790 
大安區,建物,臺北市大安區信義路二段181~210號,0,,1040901,七層,11,住宅大樓(11層含以上有電梯),住家用,660909,109.75,50000,456,0,25.03364930 ,121.52973780 
大安區,建物,臺北市大安區忠孝東路四段181巷35弄1~30號,0,,1041001,一層,7,華廈(10層含以下有電梯),商業用,790321,237.78,210000,883,0,25.04404070 ,121.55088050 
大安區,建物,臺北市大安區忠孝東路四段121~150號,0,其他,1040918,八層,12,辦公商業大樓,商業用,710607,122.83,56000,456,0,25.04148790 ,121.54726910 
大安區,建物,臺北市大安區信義路四段61~90號,0,商,1040917,五層,,辦公商業大樓,,,299.43,132000,441,0,25.03355780 ,121.54549590 
大安區,建物,臺北市大安區新生南路一段91~120號,0,,1040924,一層,10,華廈(10層含以下有電梯),商業用,850725,837.14,700000,836,0,25.04143910 ,121.53308750 
大安區,建物,臺北市大安區建國南路一段304巷1~30號,0,住,1040929,一層,4,店面(店鋪),住家用,,171.73,81818,476,0,25.03578470 ,121.53733510 
大安區,建物,臺北市大安區市民大道四段61~90號,0,住,1040924,三層,7,華廈(10層含以下有電梯),住家用,,51.75,28000,541,0,25.04499170 ,121.54668120 
大安區,建物,臺北市大安區光復南路421~450號,0,,1040921,八層,12,住宅大樓(11層含以上有電梯),住家用,700130,107.43,38000,354,0,25.03632960 ,121.55770040 
大安區,建物,臺北市大安區和平東路三段91~120號,0,商,1040930,十一層,14,住宅大樓(11層含以上有電梯),住家用,900628,211.22,53000,251,0,25.02468800 ,121.55058550 
大安區,建物,臺北市大安區仁愛路四段300巷20弄1~30號,0,住,1040924,二層,7,華廈(10層含以下有電梯),住家用,740215,123.5,40000,324,0,25.03640050 ,121.55426990 
大安區,建物,臺北市大安區安和路二段171巷1~30號,0,住,1041002,十一層,17,住宅大樓(11層含以上有電梯),住家用,750131,151.55,55000,363,0,25.02817590 ,121.55076170 
大安區,建物,臺北市大安區忠孝東路四段205巷7弄1~30號,0,商,1040923,九層,12,住宅大樓(11層含以上有電梯),住家用,660713,208.2,90000,432,0,25.04214840 ,121.55199150 
大安區,建物,臺北市大安區仁愛路四段27巷4弄1~30號,0,,1041005,二層,6,華廈(10層含以下有電梯),住家用,,142.03,43000,303,0,25.03829840 ,121.54402180 
大安區,建物,臺北市大安區和平東路三段61~90號,0,其他,1041002,七層,19,住宅大樓(11層含以上有電梯),見其他登記事項,930219,130.75,63000,482,0,25.02445370 ,121.54942180 
大安區,建物,臺北市大安區臥龍街43巷1~30號,0,住,1041003,四層,11,住宅大樓(11層含以上有電梯),住家用,790502,126.77,54500,430,0,25.02451750 ,121.54689430 
大安區,建物,臺北市大安區仁愛路四段1~30號,0,其他,1040930,一層,7,店面(店鋪),住商用,,71.08,150000,2110,0,25.03829840 ,121.54402180 
大安區,建物,臺北市大安區和平東路三段391~420號,0,住,1040926,十三層,14,住宅大樓(11層含以上有電梯),住家用,951113,176.24,56150,319,0,25.01796490 ,121.55924300 
大安區,建物,臺北市大安區信義路三段152巷1~30號,0,商,1041004,四層,12,套房(1房1廳1衛),住家用,1020116,62.25,43000,691,0,25.03382500 ,121.53299210 
大安區,建物,臺北市大安區忠孝東路四段151~180號,0,商,1040930,十層,12,辦公商業大樓,商業用,,195.78,118000,603,0,25.04165000 ,121.55010050 
大安區,建物,臺北市大安區安東街35巷31~60號,0,住,1040913,四層,4,公寓(5樓含以下無電梯),住家用,631210,23.08,11000,477,0,25.04426900 ,121.54338500 
大安區,建物,臺北市大安區安和路二段31~60號,0,住,1041002,三層,19,住宅大樓(11層含以上有電梯),住家用,,73.2,37000,505,0,25.03183220 ,121.55266250 
大安區,房地(土地+建物),臺北市大安區和平東路二段211~240號,15.5,商,1041002,一層,4,店面(店鋪),住家用,,77.44,95000,1227,0,25.02502900 ,121.54256860 
大安區,建物,臺北市大安區基隆路二段181~210號,0,商,1040904,八層,12,住宅大樓(11層含以上有電梯),住家用,701231,79.41,26000,327,0,25.02524420 ,121.55349070 
大安區,房地(土地+建物),臺北市大安區四維路52巷1~30號,30,其他,1040925,二層,4,公寓(5樓含以下無電梯),住家用,,92.21,28500,309,0,25.03512000 ,121.54804280 
大安區,建物,臺北市大安區忠孝東路四段211~240號,24.12,商,1040905,十一層,13,住宅大樓(11層含以上有電梯),住家用,,253.26,110000,434,48.09,25.04169230 ,121.55208870 
大安區,房地(土地+建物),臺北市大安區大安路一段52巷1~30號,28.07,住,1040921,六層,7,華廈(10層含以下有電梯),住家用,,149.79,43200,288,0,25.04327710 ,121.54602860 
大安區,建物,臺北市大安區忠孝東路四段1~30號,0,商,1040930,八層,12,住宅大樓(11層含以上有電梯),商業用,,32.69,16000,489,0,25.04190040 ,121.54407480 
大安區,建物,臺北市大安區延吉街131巷31~60號,61.01,住,1041010,一層,7,店面(店鋪),商業用,,300.12,360000,1200,0,25.04292000 ,121.55545030 
大安區,建物,臺北市大安區信義路三段152巷1~30號,0,商,1040919,四層,7,華廈(10層含以下有電梯),住家用,841213,66.61,28000,420,0,25.03382500 ,121.53299210 
大安區,建物,臺北市大安區師大路105巷1~30號,0,住,1040916,十層,10,華廈(10層含以下有電梯),住家用,961127,77.01,30000,390,0,25.02261830 ,121.52864150 
大安區,房地(土地+建物),臺北市大安區四維路198巷30弄1~30號,11.63,住,1040922,一層,19,住宅大樓(11層含以上有電梯),商業用,740522,71.1,25000,352,0,25.02658100 ,121.54608800 
大安區,建物,臺北市大安區青田街6巷1~30號,0,住,1040930,一層,5,公寓(5樓含以下無電梯),住家用,740701,195.57,75000,383,0,25.02822150 ,121.53192420 
