鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,租賃年月日,租賃層次,總樓層數,建物型態,主要用途,建築完成年月,租賃總面積平方公尺,總額元,單價每平方公尺,租賃總面積平方公尺,緯度,經度
中山區,建物,臺北市中山區天津街31~60號,0,商,1041020,一層,9,店面(店鋪),商業用,670116,33.88,34091,1006,0,25.04875080 ,121.52270750 
中山區,建物,臺北市中山區撫順街1~30號,0,商,1041020,七層,15,住宅大樓(11層含以上有電梯),住家用,1000630,64.38,30000,466,0,25.06353390 ,121.52090200 
中山區,建物,臺北市中山區中山北路二段77巷1~30號,0,商,1041024,十三層,14,住宅大樓(11層含以上有電梯),商業用,901112,79.18,33500,423,0,25.05248750 ,121.52284200 
中山區,建物,臺北市中山區雙城街13巷1~30號,0,商,1041017,四層,11,住宅大樓(11層含以上有電梯),住家用,1021231,66.59,40000,601,0,25.06412570 ,121.52436610 
中山區,建物,臺北市中山區中山北路二段59巷31~60號,0,商,1040930,九層,16,住宅大樓(11層含以上有電梯),住家用,880928,90.97,33000,363,0,25.05328880 ,121.52293230 
中山區,建物,臺北市中山區林森北路361~390號,0,商,1041026,十五層,18,住宅大樓(11層含以上有電梯),商業用,980916,66.62,50000,751,0,25.05728080 ,121.52550600 
中山區,建物,臺北市中山區松江路121~150號,0,其他,1041001,六層,17,住宅大樓(11層含以上有電梯),見其他登記事項,1011116,190.25,145026,762,0,25.05282580 ,121.53335030 
中山區,房地(土地+建物),臺北市中山區林森北路138巷1~30號,39,住,1041012,三層,4,公寓(5樓含以下無電梯),,,70.35,26000,370,0,25.05923350 ,121.52536440 
中山區,建物,臺北市中山區中山北路一段121巷1~30號,0,商,1041017,六層,7,華廈(10層含以下有電梯),見其他登記事項,990910,68.78,39000,567,0,25.05132600 ,121.52273900 
中山區,建物,臺北市中山區復興北路1~30號,0,商,1041016,二層,14,住宅大樓(11層含以上有電梯),住家用,1000616,324.95,120000,369,28.52,25.04802180 ,121.54435690 
中山區,建物,臺北市中山區新生北路二段149巷1~30號,0,住,1041018,一層,3,公寓(5樓含以下無電梯),,,77.98,30000,385,0,25.06213500 ,121.52799210 
中山區,建物,臺北市中山區樂群二路116巷61弄1~30號,0,住,1041026,十二層,12,住宅大樓(11層含以上有電梯),住家用,910204,270.09,150000,555,154.27,25.07974190 ,121.55942950 
中山區,建物,臺北市中山區長春路241~270號,0,商,1041008,十層,12,住宅大樓(11層含以上有電梯),住家用,970104,51.28,30000,585,0,25.05483500 ,121.53928120 
中山區,建物,臺北市中山區中山北路三段36巷1~30號,0,商,1041016,六層,12,住宅大樓(11層含以上有電梯),住家用,780721,105.59,45000,426,0,25.06555590 ,121.52197660 
中山區,建物,臺北市中山區中山北路二段59巷31~60號,0,商,1041016,一層,5,店面(店鋪),商業用,780522,38.5,25000,649,0,25.05328880 ,121.52293230 
中山區,建物,臺北市中山區新生北路一段31~60號,0,商,1041002,十一層,12,辦公商業大樓,見其他登記事項,720526,168.66,55000,326,0,25.04727330 ,121.53100450 
中山區,建物,臺北市中山區建國北路一段33巷31~60號,0,商,1041006,六層,6,華廈(10層含以下有電梯),住家用,701230,114.09,28000,245,0,25.04784010 ,121.53930440 
中山區,建物,臺北市中山區長安東路一段30巷8弄1~30號,0,商,1041028,三層,11,住宅大樓(11層含以上有電梯),住家用,1000222,168.09,60000,357,0,25.04799220 ,121.52603160 
中山區,建物,臺北市中山區松江路77巷1~30號,0,住,1041031,十一層,11,住宅大樓(11層含以上有電梯),商業用,931224,60.02,50000,833,0,25.04565630 ,121.53298590 
中山區,建物,臺北市中山區長安東路二段211~240號,0,商,1041023,二層,12,辦公商業大樓,商業用,740418,122.18,40000,327,0,25.04815870 ,121.54312530 
中山區,建物,臺北市中山區基湖路112巷1~30號,0,住,1041013,三層,7,華廈(10層含以下有電梯),住家用,920211,308.14,70000,227,80.58,25.07677300 ,121.56350300 
中山區,建物,臺北市中山區松江路1~30號,17.25,商,1041029,一層,12,店面(店鋪),商業用,720328,164.32,125000,761,0,25.04565630 ,121.53298590 
中山區,建物,臺北市中山區敬業二路69巷1~30號,0,商,1041021,五層,8,華廈(10層含以下有電梯),商業用,921121,90.03,65000,722,0,25.08458400 ,121.55465800 
中山區,建物,臺北市中山區明水路475巷1~30號,0,住,1041022,八層,9,華廈(10層含以下有電梯),住家用,870122,148.51,55000,370,0,25.07821800 ,121.55131300 
中山區,建物,臺北市中山區八德路二段61~90號,0,住,1041027,三層,11,套房(1房1廳1衛),商業用,950323,33.09,23000,695,0,25.04521750 ,121.53483450 
中山區,建物,臺北市中山區林森北路571~600號,0,商,1041022,四層,13,住宅大樓(11層含以上有電梯),住家用,1000726,90.47,45000,497,0,25.06606630 ,121.52543520 
中山區,建物,臺北市中山區農安街1~30號,0,商,1041030,十二層,14,住宅大樓(11層含以上有電梯),住家用,980622,66.43,39000,587,0,25.06496700 ,121.52959860 
中山區,建物,臺北市中山區中山北路二段16巷1~30號,0,商,1041101,四層,7,華廈(10層含以下有電梯),住家用,610814,188.61,70000,371,0,25.05309280 ,121.52197520 
中山區,建物,臺北市中山區長春路181~210號,0,商,1041102,七層,14,住宅大樓(11層含以上有電梯),住家用,990324,203.66,63000,309,0,25.05486300 ,121.53765100 
中山區,建物,臺北市中山區新生北路三段1~30號,0,商,1041004,十層,12,套房(1房1廳1衛),商業用,700703,31.77,11000,346,0,25.06300720 ,121.52814460 
中山區,建物,臺北市中山區長春路258巷1~30號,0,其他,1041015,六層,10,套房(1房1廳1衛),商業用,850924,66.42,25000,376,0,25.05474610 ,121.53083770 
中山區,建物,臺北市中山區明水路397巷18弄1~30號,0,住,1041007,十二層,15,住宅大樓(11層含以上有電梯),住家用,960919,181.37,120000,662,64.06,25.07877610 ,121.54940630 
中山區,建物,臺北市中山區雙城街18巷1~30號,0,商,1041015,八層,13,住宅大樓(11層含以上有電梯),住家用,951031,80.58,30000,372,0,25.06548960 ,121.52407620 
中山區,建物,臺北市中山區雙城街13巷1~30號,0,商,1041017,十五層,15,住宅大樓(11層含以上有電梯),住家用,1010327,209.44,100000,477,0,25.06412570 ,121.52436610 
中山區,建物,臺北市中山區中山北路二段65巷1~30號,0,商,1041019,十一層,14,住宅大樓(11層含以上有電梯),商業用,901112,81.23,40000,492,0,25.05248750 ,121.52284200 
中山區,建物,臺北市中山區長春路91~120號,0,商,1041007,全,3,透天厝,,,71.7,60000,837,0,25.05488890 ,121.52882840 
中山區,建物,臺北市中山區長春路361~390號,0,商,1041015,五層,16,辦公商業大樓,商業用,850710,149.94,63000,420,0,25.05452750 ,121.54570760 
中山區,建物,臺北市中山區松江路211~240號,0,商,1041020,八層,11,辦公商業大樓,商業用,640530,112.4,45900,408,0,25.05733280 ,121.53337920 
中山區,建物,臺北市中山區長安東路二段151~180號,0,商,1041102,十二層,14,住宅大樓(11層含以上有電梯),商業用,900326,72.42,35000,483,0,25.04820590 ,121.54120750 
中山區,建物,臺北市中山區敬業一路31~60號,0,商,1041103,四層,7,華廈(10層含以下有電梯),商業用,961130,202.44,68861,340,47.1,25.08112700 ,121.55283400 
中山區,建物,臺北市中山區松江路181~210號,0,商,1041007,十一層,14,套房(1房1廳1衛),商業用,671219,28.85,20000,693,0,25.05635440 ,121.53333340 
中山區,房地(土地+建物),臺北市中山區林森北路361~390號,0,住,1041026,十六層,18,住宅大樓(11層含以上有電梯),商業用,980916,141.27,63000,446,0,25.05728080 ,121.52550600 
中山區,建物,臺北市中山區林森北路631~660號,0,住,1041013,六層,9,華廈(10層含以下有電梯),住家用,961024,110.15,45000,409,0,25.06716540 ,121.52591850 
中山區,建物,臺北市中山區雙成街13巷1~30號,0,商,1041010,九層,14,住宅大樓(11層含以上有電梯),住家用,941207,96.06,57000,593,0,25.06412570 ,121.52436610 
中山區,建物,臺北市中山區南京東路二段91~120號,0,商,1041028,十層,12,辦公商業大樓,商業用,670111,212.11,60000,283,0,25.05228840 ,121.53217950 
中山區,建物,臺北市中山區中山北路三段1~30號,0,商,1041023,十一層,14,辦公商業大樓,商業用,,70.48,29000,411,0,25.06555590 ,121.52197660 
中山區,建物,臺北市中山區民權東路二段1~30號,0,商,1041106,八層,12,辦公商業大樓,住家用,730406,62.59,29000,463,0,25.06288440 ,121.52809830 
中山區,房地(土地+建物),臺北市中山區長安東路一段53巷1~30號,14.7,住,1041027,三層,7,華廈(10層含以下有電梯),住家用,761223,71.42,25000,350,0,25.04897300 ,121.52664400 
中山區,建物,臺北市中山區樂群二路271~300號,0,其他,1041015,一層,11,店面(店鋪),商業用,970603,115.37,70000,607,0,25.07994310 ,121.56061890 
中山區,建物,臺北市中山區樂群二路271~300號,0,其他,1041103,十一層,11,住宅大樓(11層含以上有電梯),商業用,970603,125.1,42511,340,19.67,25.07994310 ,121.56061890 
中山區,建物,臺北市中山區復興北路151~180號,0,商,1041103,十三層,16,住宅大樓(11層含以上有電梯),商業用,851205,44.42,20000,450,0,25.05364290 ,121.54447100 
中山區,建物,臺北市中山區中山北路一段1~30號,0,商,1041105,三層,18,辦公商業大樓,商業用,860630,358.36,140000,391,0,25.05090070 ,121.52188590 
中山區,建物,臺北市中山區南京東路三段91~120號,0,商,1040901,五層,11,辦公商業大樓,商業用,920220,611.61,333000,544,0,25.05220540 ,121.53920590 
中山區,建物,臺北市中山區農安街1~30號,0,住,1041110,十二層,14,住宅大樓(11層含以上有電梯),住家用,920618,89.53,42843,479,0,25.06496700 ,121.52959860 
中山區,車位,臺北市中山區雙城街13巷1~30號,0,住,1041106,,,其他,,,3.34,2300,,3.34,25.06412570 ,121.52436610 
中山區,建物,臺北市中山區林森北路310巷1~30號,0,商,1041012,二層,12,住宅大樓(11層含以上有電梯),商業用,880928,49.99,25000,500,0,25.05923350 ,121.52536440 
中山區,建物,臺北市中山區新生北路二段123巷1~30號,0,住,1041013,三層,3,公寓(5樓含以下無電梯),住家用,,65.38,28000,428,0,25.05946160 ,121.52802370 
中山區,建物,臺北市中山區建國北路一段1~30號,0,住,1041013,十一層,14,住宅大樓(11層含以上有電梯),住家用,930416,36.45,18000,494,0,25.04633400 ,121.53703100 
中山區,建物,臺北市中山區錦西街31~60號,0,商,1041012,一層,7,店面(店鋪),商業用,660608,304.34,110000,361,0,25.06045190 ,121.52073060 
中山區,建物,臺北市中山區林森北路259巷1~30號,0,商,1041018,七層,7,套房(1房1廳1衛),住家用,730922,31.07,12500,402,0,25.05923350 ,121.52536440 
中山區,建物,臺北市中山區錦州街241~270號,0,住,1041030,二層,4,公寓(5樓含以下無電梯),,,88.47,28000,316,0,25.06033080 ,121.53375910 
中山區,建物,臺北市中山區雙城街17巷31~60號,0,商,1041025,一層,14,店面(店鋪),商業用,941207,43.82,37000,844,0,25.06645030 ,121.52435930 
中山區,建物,臺北市中山區吉林路161巷1~30號,0,住,1041023,三層,4,公寓(5樓含以下無電梯),,,82.6,20000,242,0,25.06703920 ,121.53055330 
中山區,建物,臺北市中山區吉林路241~270號,0,商,1041026,五層,7,辦公商業大樓,商業用,720204,36.44,13650,375,0,25.05127600 ,121.52992710 
中山區,建物,臺北市中山區敬業三路161巷1~30號,0,,1041110,一層,7,套房(1房1廳1衛),商業用,950124,75.85,43000,567,0,25.07942290 ,121.55596700 
中山區,建物,臺北市中山區松江路511~540號,0,住,1041102,七層,7,辦公商業大樓,住家用,731208,137.47,26000,189,0,25.06943500 ,121.53384900 
中山區,建物,臺北市中山區農安街1~30號,0,商,1041027,三層,9,華廈(10層含以下有電梯),商業用,780712,26.9,11000,409,0,25.06496700 ,121.52959860 
中山區,建物,臺北市中山區中山北路二段84巷31~60號,0,商,1041026,四層,4,公寓(5樓含以下無電梯),住家用,650325,26.45,11000,416,0,25.05328880 ,121.52293230 
中山區,建物,臺北市中山區建國北路二段1~30號,0,住,1041105,十四層,14,住宅大樓(11層含以上有電梯),商業用,950713,98.11,50000,510,0,25.05238090 ,121.53718870 
中山區,建物,臺北市中山區雙誠街19巷1~30號,0,,1041016,五層,7,華廈(10層含以下有電梯),住家用,720301,30.25,16500,545,0,25.06531300 ,121.52453710 
中山區,建物,臺北市中山區中山北路二段77巷1~30號,0,,1041110,一層,11,住宅大樓(11層含以上有電梯),商業用,,64.25,28000,436,0,25.05248750 ,121.52284200 
中山區,建物,臺北市中山區長春路1~30號,0,商,1041016,四層,12,套房(1房1廳1衛),商業用,731128,59.88,23000,384,0,25.05475070 ,121.52844500 
中山區,建物,臺北市中山區雙城街18巷1~30號,25.38,商,1041112,三層,4,公寓(5樓含以下無電梯),住家用,,73.22,19000,259,0,25.06548960 ,121.52407620 
中山區,建物,臺北市中山區松江路301~330號,0,商,1041111,四層,12,辦公商業大樓,住家用,661208,119.03,55000,462,0,25.06119150 ,121.53340020 
中山區,建物,臺北市中山區中山北路二段115巷31~60號,39.2,商,1041030,一層,8,華廈(10層含以下有電梯),商業用,810229,179.57,73864,411,0,25.05328880 ,121.52293230 
中山區,建物,臺北市中山區林森北路361~390號,0,商,1041109,六層,10,辦公商業大樓,商業用,610929,190.07,63250,333,0,25.05728080 ,121.52550600 
中山區,建物,臺北市中山區長安東路一段52巷1~30號,0,商,1041021,十一層,12,住宅大樓(11層含以上有電梯),住家用,1000322,229.03,95000,415,0,25.04981800 ,121.52208100 
中山區,建物,臺北市中山區林森北路631~660號,0,商,1041022,六層,9,華廈(10層含以下有電梯),住家用,961024,128.5,50000,389,0,25.06716540 ,121.52591850 
中山區,建物,臺北市中山區長春路331~360號,101,商,1041112,一層,4,公寓(5樓含以下無電梯),,,80.09,70000,874,0,25.05470630 ,121.54436190 
中山區,建物,臺北市中山區長安東路二段61~90號,0,商,1041102,二層,9,辦公商業大樓,商業用,681108,265.84,94500,355,0,25.04842550 ,121.53034430 
中山區,建物,臺北市中山區中山北路二段115巷1~30號,0,商,1041115,九層,17,住宅大樓(11層含以上有電梯),商業用,791019,93.55,25000,267,0,25.05248750 ,121.52284200 
中山區,建物,臺北市中山區林森北路361~390號,0,商,1041107,十三層,18,住宅大樓(11層含以上有電梯),商業用,980916,66.62,51500,773,0,25.05728080 ,121.52550600 
中山區,建物,臺北市中山區松江路77巷1~30號,0,商,1041019,五層,11,住宅大樓(11層含以上有電梯),商業用,931224,44.63,40000,896,0,25.04565630 ,121.53298590 
中山區,建物,臺北市中山區新生北路二段31~60號,0,住,1041023,十層,19,住宅大樓(11層含以上有電梯),住家用,980916,208.43,77000,369,0,25.05407200 ,121.52782600 
中山區,建物,臺北市中山區樂群二路30巷38弄31~60號,0,住,1041112,三層,5,華廈(10層含以下有電梯),住家用,970908,198.64,77000,388,33.91,25.07867550 ,121.55483640 
中山區,建物,臺北市中山區林森北路481~510號,0,商,1041019,二層,14,套房(1房1廳1衛),住家用,920122,48.12,18000,374,0,25.06113170 ,121.52571230 
中山區,建物,臺北市中山區長安東路一段31~60號,0,商,1041021,五層,13,住宅大樓(11層含以上有電梯),住家用,960810,153.95,61000,396,0,25.04937390 ,121.52399590 
中山區,建物,臺北市中山區農安街1~30號,0,商,1041025,十二層,14,住宅大樓(11層含以上有電梯),住家用,980622,51.86,32000,617,0,25.06496700 ,121.52959860 
中山區,房地(土地+建物),臺北市中山區民生東路一段70巷1~30號,8.29,商,1041023,四層,7,套房(1房1廳1衛),住家用,960919,29.1,22000,756,0,25.05761970 ,121.52648370 
中山區,房地(土地+建物),臺北市中山區新生北路三段62巷1~30號,37.34,商,1041102,一層,5,公寓(5樓含以下無電梯),商業用,781130,144.13,37500,260,0,25.06300720 ,121.52814460 
中山區,建物,臺北市中山區民生東路一段31~60號,0,商,1041106,一層,12,店面(店鋪),商業用,830110,92.32,75000,812,0,25.05821470 ,121.52520530 
中山區,建物,臺北市中山區南京東路三段89巷1~30號,0,住,1041109,見其他登記事項,2,店面(店鋪),,,134.68,70000,520,0,25.05261500 ,121.53877700 
中山區,建物,臺北市中山區新生北路二段62巷1~30號,0,商,1041110,二層,16,住宅大樓(11層含以上有電梯),住家用,1000824,221.94,85000,383,0,25.05615020 ,121.52614560 
中山區,房地(土地+建物),臺北市中山區中山北路一段121~150號,85,商,1041120,一層,1,店面(店鋪),,,71.21,80000,1123,0,25.05134700 ,121.52265700 
中山區,建物,臺北市中山區松江路121~150號,0,其他,1041116,九層,17,辦公商業大樓,見其他登記事項,1011116,430.86,314771,731,0,25.05282580 ,121.53335030 
中山區,建物,臺北市中山區松江路121~150號,0,其他,1041111,九層,17,辦公商業大樓,見其他登記事項,1011116,647.36,472929,731,0,25.05282580 ,121.53335030 
中山區,建物,臺北市中山區民生東路一段31~60號,0,,1041120,一層,12,店面(店鋪),商業用,740706,159.6,155000,971,0,25.05821470 ,121.52520530 
中山區,房地(土地+建物),臺北市中山區敬業二路69巷31~60號,2697.63,商,1021029,七層,10,辦公商業大樓,見其他登記事項,961218,58.5,28409,486,0,25.08194370 ,121.55286490 
中山區,建物,臺北市中山區合江街55巷1~30號,0,住,1041113,五層,5,華廈(10層含以下有電梯),住家用,980414,65.51,32000,488,0,25.05696970 ,121.53943590 
中山區,建物,臺北市中山區明水路541~570號,0,住,1041119,九層,16,住宅大樓(11層含以上有電梯),住家用,850530,121.57,40000,329,0,25.07847100 ,121.55184100 
中山區,建物,臺北市中山區民生西路31~60號,0,商,1041120,一層,4,店面(店鋪),,,88.17,270000,3062,0,25.05785240 ,121.52112550 
中山區,房地(土地+建物),臺北市中山區長安東路二段181~210號,6.03,商,1041104,八層,12,住宅大樓(11層含以上有電梯),住家用,720204,59,17347,294,0,25.04828400 ,121.54254930 
中山區,建物,臺北市中山區北安路781~810號,0,住,1041104,十層,14,住宅大樓(11層含以上有電梯),住家用,1020904,75.89,50000,659,0,25.08574300 ,121.55366900 
中山區,建物,臺北市中山區龍江路387巷1~30號,0,住,1041119,一層,5,公寓(5樓含以下無電梯),住家用,731214,115.81,47000,406,0,25.04706910 ,121.54052300 
中山區,建物,臺北市中山區中山北路一段121巷31~60號,0,商,1041026,八層,14,住宅大樓(11層含以上有電梯),住家用,1000128,68.29,50000,732,0,25.05092110 ,121.52456410 
中山區,建物,臺北市中山區農安街1~30號,0,商,1041029,六層,14,住宅大樓(11層含以上有電梯),商業用,980622,43.77,50000,1142,0,25.06496700 ,121.52959860 
中山區,房地(土地+建物),臺北市中山區林森北路511~540號,4.14,商,1041027,十一層,14,住宅大樓(11層含以上有電梯),商業用,940826,45.01,25500,567,0,25.06197560 ,121.52574550 
中山區,建物,臺北市中山區龍江路46巷1~30號,0,住,1041109,十一層,14,住宅大樓(11層含以上有電梯),住家用,940526,385.49,132000,342,82.76,25.04706910 ,121.54052300 
中山區,建物,臺北市中山區伊通街106巷1~30號,0,住,1041119,一層,3,店面(店鋪),,,67.36,46000,683,0,25.05407420 ,121.53467100 
中山區,建物,臺北市中山區敬業一路128巷1~30號,0,商,1041126,一層,11,辦公商業大樓,商業用,961127,399.42,220000,551,94.35,25.08028320 ,121.55301630 
中山區,建物,臺北市中山區樂群三路61~90號,0,商,1041101,一層,11,辦公商業大樓,見其他登記事項,990624,507.4,400000,788,73.74,25.08279250 ,121.55299810 
中山區,建物,臺北市中山區新生北路三段1~30號,0,住,1041028,十二層,12,住宅大樓(11層含以上有電梯),商業用,950209,38.69,25000,646,0,25.06300720 ,121.52814460 
中山區,建物,臺北市中山區復興北路61~90號,0,商,1041030,六層,6,辦公商業大樓,住家用,,137.97,63000,457,0,25.05048800 ,121.54439700 
中山區,建物,臺北市中山區長春路361~390號,0,商,1041127,一層,16,住宅大樓(11層含以上有電梯),商業用,850710,50.61,68000,1344,0,25.05452750 ,121.54570760 
中山區,建物,臺北市中山區吉林路121~150號,0,商,1041111,三層,13,住宅大樓(11層含以上有電梯),住家用,990701,271.19,61643,246,38.98,25.05705130 ,121.53032050 
中山區,建物,臺北市中山區雙城街19巷1~30號,0,商,1041102,九層,14,住宅大樓(11層含以上有電梯),住家用,970312,68,40000,588,0,25.06531300 ,121.52453710 
中山區,建物,臺北市中山區林森北路241~270號,10.5,商,1041125,四層,6,華廈(10層含以下有電梯),住家用,620913,80.35,20000,249,0,25.05389660 ,121.52547220 
中山區,建物,臺北市中山區南京東路三段14巷1~30號,0,住,1041029,一層,7,華廈(10層含以下有電梯),見其他登記事項,990226,41.17,29000,704,0,25.05224660 ,121.53737500 
中山區,建物,臺北市中山區復興北路91~120號,0,商,1041114,六層,12,辦公商業大樓,商業用,670522,107.78,50000,464,0,25.05953410 ,121.54313810 
中山區,建物,臺北市中山區中山北路二段77巷1~30號,0,商,1041106,十一層,12,住宅大樓(11層含以上有電梯),住家用,981027,139.63,79000,566,0,25.05248750 ,121.52284200 
中山區,建物,臺北市中山區吉林路121~150號,0,商,1041123,五層,13,住宅大樓(11層含以上有電梯),住家用,990701,232.21,57143,246,0,25.05705130 ,121.53032050 
中山區,房地(土地+建物),臺北市中山區新生北路二段60巷31~60號,81,商,1041104,全,2,透天厝,,,44.54,30000,674,0,25.05578520 ,121.52646570 
中山區,建物,臺北市中山區南京東路二段91~120號,0,商,1041116,九層,12,辦公商業大樓,商業用,670111,147.55,54000,366,0,25.05228840 ,121.53217950 
中山區,建物,臺北市中山區興安街91~120號,0,住,1041101,二層,15,住宅大樓(11層含以上有電梯),見其他登記事項,750314,100.96,30000,297,0,25.05621800 ,121.54321880 
中山區,建物,臺北市中山區林森北路571~600號,0,住,1041103,十一層,13,住宅大樓(11層含以上有電梯),住家用,1000726,89.73,61000,680,0,25.06606630 ,121.52543520 
中山區,建物,臺北市中山區林森北路107巷61~90號,0,商,1041111,三層,7,其他,見其他登記事項,1010210,77.28,52000,673,0,25.04995920 ,121.52710090 
中山區,建物,臺北市中山區民權西路1~30號,24.13,商,1041105,二層,14,住宅大樓(11層含以上有電梯),商業用,801114,126.22,48000,380,0,25.06309200 ,121.52225500 
中山區,建物,臺北市中山區南京東路二段115巷3弄1~30號,0,住,1041101,五層,5,華廈(10層含以下有電梯),住家用,741122,23.7,13000,549,0,25.05233030 ,121.52794940 
中山區,建物,臺北市中山區中山北路三段31~60號,0,商,1041102,十一層,12,住宅大樓(11層含以上有電梯),住家用,711127,34.55,13500,391,0,25.06570890 ,121.52257300 
中山區,建物,臺北市中山區中山北路三段31~60號,0,商,1041102,十一層,12,住宅大樓(11層含以上有電梯),住家用,711127,35.7,12500,350,0,25.06570890 ,121.52257300 
中山區,建物,臺北市中山區松江路164巷1~30號,0,住,1041120,五層,7,華廈(10層含以下有電梯),住家用,611015,140.54,43000,306,0,25.04565630 ,121.53298590 
中山區,建物,臺北市中山區新生北路三段61~90號,0,住,1041106,五層,9,華廈(10層含以下有電梯),住家用,650907,106.5,28000,263,0,25.06599660 ,121.52809810 
中山區,建物,臺北市中山區新生北路三段1~30號,0,商,1041107,六層,11,套房(1房1廳1衛),住家用,1011011,58.98,23000,390,0,25.06300720 ,121.52814460 
中山區,建物,臺北市中山區德惠街151~180號,0,住,1041110,三層,7,套房(1房1廳1衛),商業用,720520,42.24,14000,331,0,25.06660190 ,121.53088820 
中山區,建物,臺北市中山區新生北路三段84巷1~30號,0,商,1041110,三層,5,公寓(5樓含以下無電梯),商業用,740122,111.47,24000,215,0,25.06300720 ,121.52814460 
中山區,建物,臺北市中山區吉林路8巷1~30號,0,住,1041130,四層,7,華廈(10層含以下有電梯),住家用,971023,131.52,68000,517,0,25.06703920 ,121.53055330 
中山區,建物,臺北市中山區雙城街31~60號,0,商,1041110,七層,11,住宅大樓(11層含以上有電梯),住家用,910325,217.35,55000,253,0,25.06645030 ,121.52435930 
中山區,建物,臺北市中山區中山北路二段36巷1~30號,0,住,1041122,一層,3,店面(店鋪),,,76.88,39000,507,0,25.05248750 ,121.52284200 
中山區,建物,臺北市中山區松江路1~30號,0,商,1041117,三層,15,辦公商業大樓,商業用,851212,123.87,33704,272,0,25.04565630 ,121.53298590 
中山區,建物,臺北市中山區松江路170巷1~30號,0,住,1041119,九層,10,華廈(10層含以下有電梯),住家用,970624,186.67,71000,380,0,25.04565630 ,121.53298590 
中山區,房地(土地+建物),臺北市中山區新生北路二段61~90號,3.07,商,1041104,二層,12,住宅大樓(11層含以上有電梯),住家用,970925,26.44,17000,643,0,25.05719100 ,121.52702800 
中山區,房地(土地+建物),臺北市中山區錦州街31~60號,2.82,商,1041102,七層,13,套房(1房1廳1衛),住家用,730927,31.01,10000,322,0,25.06042570 ,121.52645880 
中山區,房地(土地+建物),臺北市中山區林森北路107巷1~30號,10.69,商,1041104,六層,8,華廈(10層含以下有電梯),住家用,1030910,59.71,23500,394,0,25.05032870 ,121.52525260 
中山區,建物,臺北市中山區民權東路二段91~120號,0,商,1041127,二層,4,公寓(5樓含以下無電梯),住家用,650618,85.19,20000,235,0,25.06270260 ,121.53234600 
中山區,建物,臺北市中山區林森北路361~390號,0,商,1041112,九層,18,辦公商業大樓,商業用,980916,62.29,44000,706,0,25.05728080 ,121.52550600 
中山區,建物,臺北市中山區北安路811~840號,0,住,1041122,五層,14,住宅大樓(11層含以上有電梯),住家用,991224,46.9,22000,469,0,25.08519600 ,121.55544090 
中山區,建物,臺北市中山區中山北路二段151~180號,0,商,1041108,九層,14,住宅大樓(11層含以上有電梯),住家用,951129,59.11,30000,508,0,25.06200630 ,121.52295690 
中山區,建物,臺北市中山區民生東路一段61~90號,0,商,1041109,四層,12,住宅大樓(11層含以上有電梯),商業用,700423,130.82,34000,260,0,25.05777120 ,121.52700290 
中山區,建物,臺北市中山區新生北路二段121~150號,0,住,1041110,四層,4,公寓(5樓含以下無電梯),住家用,,16.07,7800,485,0,25.05909450 ,121.52797710 
中山區,建物,臺北市中山區德惠街170巷1~30號,0,住,1041112,二層,7,套房(1房1廳1衛),商業用,720520,46.29,13500,292,0,25.06625210 ,121.53184530 
中山區,建物,臺北市中山區民權西路61~90號,0,商,1041113,四層,10,辦公商業大樓,商業用,670622,33.86,15000,443,0,25.06304410 ,121.52019910 
中山區,建物,臺北市中山區中山北路二段93巷1~30號,0,商,1041117,七層,12,住宅大樓(11層含以上有電梯),商業用,940803,42.5,25000,588,0,25.05248750 ,121.52284200 
中山區,建物,臺北市中山區林森北路361~390號,0,商,1041128,十二層,18,住宅大樓(11層含以上有電梯),商業用,980916,66.62,39000,585,0,25.05728080 ,121.52550600 
中山區,建物,臺北市中山區中山北路一段121巷31~60號,0,商,1041202,六層,14,住宅大樓(11層含以上有電梯),住家用,1000128,70.93,40000,564,0,25.05092110 ,121.52456410 
中山區,建物,臺北市中山區龍江路457巷1~30號,143,住,1041110,見其他登記事項,4,公寓(5樓含以下無電梯),住家用,651115,392.76,110000,280,0,25.04706910 ,121.54052300 
中山區,建物,臺北市中山區民權東路二段31~60號,0,商,1041118,九層,12,住宅大樓(11層含以上有電梯),住家用,1020206,160.6,85000,529,2.53,25.06279200 ,121.52939900 
中山區,建物,臺北市中山區敬業二路69巷31~60號,0,商,1041114,十層,10,華廈(10層含以下有電梯),見其他登記事項,961218,56.26,19000,338,0,25.08194370 ,121.55286490 
中山區,房地(土地+建物),臺北市中山區長春路61~90號,27,住,1041201,一層,4,公寓(5樓含以下無電梯),住家用,,94.35,52000,551,0,25.05502320 ,121.52682960 
中山區,建物,臺北市中山區新生北路二段68巷1~30號,0,商,1041109,十一層,12,住宅大樓(11層含以上有電梯),住家用,970813,59.3,30000,506,0,25.06101400 ,121.52797400 
中山區,建物,臺北市中山區中山北路二段65巷1~30號,0,住,1041115,十層,14,住宅大樓(11層含以上有電梯),商業用,901112,81.23,40000,492,0,25.05248750 ,121.52284200 
中山區,建物,臺北市中山區長安東路一段56巷7弄1~30號,0,住,1041116,一層,4,公寓(5樓含以下無電梯),住家用,600201,96.4,37000,384,0,25.04693250 ,121.52986910 
